x;y;z;r
-99.8986;0.00220492;0.0172602;0
-99.8983;0.00221448;0.0173177;0
-99.8979;0.00222407;0.0173752;0
-99.8976;0.00223369;0.0174327;0
-99.8972;0.00224334;0.0174904;0
-99.8969;0.00225301;0.0175482;0
-99.8965;0.00226271;0.017606;0
-99.8962;0.00227244;0.0176639;0
-99.8958;0.0022822;0.0177219;0
-99.8955;0.00229198;0.01778;0
-99.8951;0.0023018;0.0178382;0
-99.8948;0.00231163;0.0178964;0
-99.8944;0.0023215;0.0179548;0
-99.8941;0.00233139;0.0180132;0
-99.8937;0.00234131;0.0180717;0
-99.8933;0.00235125;0.0181303;0
-99.893;0.00236122;0.018189;0
-99.8926;0.00237122;0.0182478;0
-99.8923;0.00238124;0.0183066;0
-99.8919;0.0023913;0.0183655;0
-99.8916;0.00240138;0.0184245;0
-99.8912;0.00241149;0.0184836;0
-99.8908;0.00242163;0.0185427;0
-99.8905;0.0024318;0.0186019;0
-99.8901;0.00244199;0.0186613;0
-99.8897;0.00245221;0.0187207;0
-99.8894;0.00246246;0.0187801;0
-99.889;0.00247273;0.0188397;0
-99.8887;0.00248303;0.0188993;0
-99.8883;0.00249336;0.0189591;0
-99.8879;0.00250371;0.0190189;0
-99.8876;0.00251409;0.0190787;0
-99.8872;0.0025245;0.0191387;0
-99.8868;0.00253494;0.0191987;0
-99.8865;0.00254541;0.0192588;0
-99.8861;0.0025559;0.0193189;0
-99.8857;0.00256642;0.0193792;0
-99.8854;0.00257697;0.0194395;0
-99.885;0.00258754;0.0194999;0
-99.8846;0.00259815;0.0195604;0
-99.8843;0.00260877;0.019621;0
-99.8839;0.00261943;0.0196816;0
-99.8835;0.00263011;0.0197424;0
-99.8831;0.00264082;0.0198032;0
-99.8828;0.00265155;0.0198641;0
-99.8824;0.00266232;0.019925;0
-99.882;0.00267311;0.019986;0
-99.8816;0.00268393;0.0200471;0
-99.8813;0.00269477;0.0201083;0
-99.8809;0.00270564;0.0201696;0
-99.8805;0.00271654;0.0202309;0
-99.8801;0.00272747;0.0202924;0
-99.8798;0.00273843;0.0203539;0
-99.8794;0.00274941;0.0204155;0
-99.879;0.00276041;0.0204771;0
-99.8786;0.00277145;0.0205389;0
-99.8783;0.00278251;0.0206007;0
-99.8779;0.0027936;0.0206626;0
-99.8775;0.00280471;0.0207246;0
-99.8771;0.00281585;0.0207867;0
-99.8767;0.00282702;0.0208488;0
-99.8763;0.00283822;0.020911;0
-99.876;0.00284944;0.0209733;0
-99.8756;0.00286069;0.0210357;0
-99.8752;0.00287197;0.0210981;0
-99.8748;0.00288327;0.0211607;0
-99.8744;0.00289461;0.0212233;0
-99.874;0.00290597;0.021286;0
-99.8737;0.00291735;0.0213488;0
-99.8733;0.00292877;0.0214117;0
-99.8729;0.0029402;0.0214747;0
-99.8725;0.00295167;0.0215378;0
-99.8721;0.00296316;0.0216009;0
-99.8717;0.00297468;0.0216641;0
-99.8713;0.00298623;0.0217274;0
-99.8709;0.00299781;0.0217908;0
-99.8705;0.00300941;0.0218542;0
-99.8702;0.00302104;0.0219178;0
-99.8698;0.0030327;0.0219814;0
-99.8694;0.00304439;0.0220451;0
-99.869;0.0030561;0.0221089;0
-99.8686;0.00306784;0.0221728;0
-99.8682;0.00307961;0.0222368;0
-99.8678;0.00309141;0.0223009;0
-99.8674;0.00310323;0.0223651;0
-99.867;0.00311508;0.0224293;0
-99.8666;0.00312696;0.0224937;0
-99.8662;0.00313886;0.0225581;0
-99.8658;0.0031508;0.0226226;0
-99.8654;0.00316276;0.0226872;0
-99.865;0.00317475;0.0227518;0
-99.8646;0.00318677;0.0228166;0
-99.8642;0.00319882;0.0228814;0
-99.8638;0.0032109;0.0229463;0
-99.8634;0.003223;0.0230114;0
-99.863;0.00323513;0.0230765;0
-99.8626;0.0032473;0.0231417;0
-99.8622;0.00325949;0.023207;0
-99.8618;0.00327171;0.0232724;0
-99.8614;0.00328395;0.0233379;0
-99.861;0.00329623;0.0234035;0
-99.8606;0.00330853;0.0234691;0
-99.8602;0.00332086;0.0235348;0
-99.8598;0.00333323;0.0236006;0
-99.8594;0.00334562;0.0236665;0
-99.859;0.00335804;0.0237325;0
-99.8586;0.00337049;0.0237986;0
-99.8582;0.00338298;0.0238647;0
-99.8577;0.00339549;0.023931;0
-99.8573;0.00340803;0.0239974;0
-99.8569;0.0034206;0.0240638;0
-99.8565;0.0034332;0.0241303;0
-99.8561;0.00344583;0.024197;0
-99.8557;0.00345849;0.0242636;0
-99.8553;0.00347118;0.0243304;0
-99.8549;0.0034839;0.0243973;0
-99.8545;0.00349664;0.0244642;0
-99.854;0.00350942;0.0245312;0
-99.8536;0.00352223;0.0245983;0
-99.8532;0.00353507;0.0246655;0
-99.8528;0.00354795;0.0247328;0
-99.8524;0.00356085;0.0248002;0
-99.852;0.00357379;0.0248677;0
-99.8515;0.00358675;0.0249352;0
-99.8511;0.00359975;0.0250028;0
-99.8507;0.00361277;0.0250706;0
-99.8503;0.00362583;0.0251383;0
-99.8499;0.00363891;0.0252062;0
-99.8494;0.00365203;0.0252742;0
-99.849;0.00366517;0.0253422;0
-99.8486;0.00367835;0.0254103;0
-99.8482;0.00369156;0.0254785;0
-99.8478;0.00370481;0.0255467;0
-99.8473;0.00371808;0.0256151;0
-99.8469;0.00373139;0.0256835;0
-99.8465;0.00374473;0.025752;0
-99.8461;0.0037581;0.0258206;0
-99.8456;0.0037715;0.0258893;0
-99.8452;0.00378493;0.0259581;0
-99.8448;0.00379839;0.0260269;0
-99.8444;0.00381188;0.0260958;0
-99.8439;0.0038254;0.0261648;0
-99.8435;0.00383896;0.0262338;0
-99.8431;0.00385254;0.026303;0
-99.8426;0.00386616;0.0263722;0
-99.8422;0.00387981;0.0264415;0
-99.8418;0.0038935;0.0265108;0
-99.8414;0.00390721;0.0265803;0
-99.8409;0.00392096;0.0266498;0
-99.8405;0.00393474;0.0267194;0
-99.8401;0.00394855;0.026789;0
-99.8396;0.00396239;0.0268588;0
-99.8392;0.00397626;0.0269286;0
-99.8388;0.00399016;0.0269985;0
-99.8383;0.00400409;0.0270685;0
-99.8379;0.00401805;0.0271385;0
-99.8374;0.00403204;0.0272087;0
-99.837;0.00404607;0.0272788;0
-99.8366;0.00406013;0.0273491;0
-99.8361;0.00407422;0.0274194;0
-99.8357;0.00408835;0.0274898;0
-99.8353;0.0041025;0.0275603;0
-99.8348;0.00411669;0.0276309;0
-99.8344;0.0041309;0.0277015;0
-99.8339;0.00414515;0.0277722;0
-99.8335;0.00415943;0.027843;0
-99.833;0.00417374;0.0279139;0
-99.8326;0.00418808;0.0279848;0
-99.8322;0.00420245;0.0280558;0
-99.8317;0.00421685;0.0281269;0
-99.8313;0.00423128;0.0281981;0
-99.8308;0.00424575;0.0282693;0
-99.8304;0.00426025;0.0283406;0
-99.8299;0.00427478;0.028412;0
-99.8295;0.00428934;0.0284834;0
-99.829;0.00430393;0.0285549;0
-99.8286;0.00431855;0.0286266;0
-99.8281;0.0043332;0.0286982;0
-99.8277;0.00434788;0.02877;0
-99.8272;0.0043626;0.0288419;0
-99.8268;0.00437734;0.0289138;0
-99.8263;0.00439212;0.0289858;0
-99.8259;0.00440693;0.0290579;0
-99.8254;0.00442176;0.02913;0
-99.825;0.00443663;0.0292022;0
-99.8245;0.00445153;0.0292745;0
-99.8241;0.00446647;0.0293469;0
-99.8236;0.00448143;0.0294194;0
-99.8232;0.00449642;0.0294919;0
-99.8227;0.00451145;0.0295645;0
-99.8223;0.00452651;0.0296372;0
-99.8218;0.0045416;0.02971;0
-99.8213;0.00455672;0.0297828;0
-99.8209;0.00457187;0.0298558;0
-99.8204;0.00458705;0.0299288;0
-99.82;0.00460226;0.0300019;0
-99.8195;0.0046175;0.0300751;0
-99.8191;0.00463278;0.0301484;0
-99.8186;0.00464808;0.0302217;0
-99.8181;0.00466342;0.0302951;0
-99.8177;0.00467879;0.0303686;0
-99.8172;0.00469419;0.0304422;0
-99.8167;0.00470963;0.0305159;0
-99.8163;0.0047251;0.0305896;0
-99.8158;0.00474059;0.0306634;0
-99.8154;0.00475612;0.0307373;0
-99.8149;0.00477168;0.0308114;0
-99.8144;0.00478728;0.0308854;0
-99.814;0.0048029;0.0309596;0
-99.8135;0.00481856;0.0310339;0
-99.813;0.00483425;0.0311082;0
-99.8126;0.00484997;0.0311827;0
