x;y;z;r
7.29966;6.86812;5.07098;1.8
7.55173;6.72663;7.06734;1.8
8.04158;6.54653;9.55084;1.8
8.67064;6.3474;12.2696;1.8
9.28321;6.14821;14.9927;1.8
9.69753;5.95344;17.6964;1.8
9.97311;5.75395;20.4954;1.8
10.2612;5.55897;23.2288;1.8
10.6124;5.38773;25.618;1.8
11.0293;5.25881;27.4037;1.8
11.4927;5.18664;28.389;1.8
11.9719;5.17952;28.4647;1.8
12.433;5.23865;27.6215;1.8
12.845;5.35786;25.9517;1.8
13.1875;5.52438;23.6377;1.8
13.4605;5.72021;20.9303;1.8
13.7047;5.92464;18.109;1.8
14.055;6.12112;15.376;1.8
14.6149;6.31403;12.6479;1.8
15.2274;6.50788;9.89536;1.8
15.7259;6.68986;7.33239;1.8
16.0056;6.84324;5.21448;1.8
16.0052;6.9531;3.76254;1.8
15.7024;7.00885;3.12858;1.8
15.1114;7.00576;3.37576;1.8
14.2782;6.94556;4.47011;1.8
13.2728;6.83636;6.28355;1.8
12.1755;6.69191;8.60767;1.8
11.0545;6.53015;11.1777;1.8
9.91225;6.37082;13.7186;1.8
8.60917;6.22308;16.1321;1.8
7.15191;6.07749;18.5485;1.8
5.7642;5.93512;20.9053;1.8
4.64827;5.80712;23.0038;1.8
3.95624;5.70591;24.6387;1.8
3.78451;5.64182;25.6454;1.8
4.16812;5.62148;25.9242;1.8
5.07966;5.64675;25.4551;1.8
6.43478;5.71437;24.3013;1.8
8.10508;5.81619;22.6039;1.8
9.94051;5.93966;20.5696;1.8
11.8121;6.06867;18.4505;1.8
13.7267;6.18641;16.4789;1.8
15.811;6.29329;14.6225;1.8
17.9302;6.3988;12.7775;1.8
19.8224;6.50089;11.0287;1.8
21.255;6.59272;9.52077;1.8
22.0531;6.66696;8.39313;1.8
22.1151;6.71764;7.75085;1.8
21.4222;6.74113;7.64819;1.8
20.0387;6.73684;8.07978;1.8
18.103;6.70745;8.97878;1.8
15.8075;6.65897;10.2205;1.8
13.3645;6.60081;11.6283;1.8
10.9287;6.54661;12.9793;1.8
8.42632;6.50767;14.1321;1.8
5.80726;6.47591;15.2098;1.8
3.30372;6.44287;16.2804;1.8
1.19523;6.40752;17.299;1.8
-0.278736;6.37159;18.19;1.8
-0.94948;6.33784;18.879;1.8
-0.73773;6.30918;19.3088;1.8
0.338125;6.28802;19.4495;1.8
2.16502;6.27584;19.3049;1.8
4.54969;6.27267;18.9157;1.8
7.24554;6.27651;18.3622;1.8
10.0015;6.28179;17.7759;1.8
12.7071;6.27637;17.3492;1.8
15.4893;6.25658;17.1061;1.8
18.2746;6.23542;16.8814;1.8
20.7966;6.2227;16.5955;1.8
22.785;6.22386;16.2301;1.8
24.0219;6.24156;15.7949;1.8
24.3708;6.27609;15.3149;1.8
23.793;6.32568;14.823;1.8
22.3515;6.38694;14.3529;1.8
20.2048;6.45546;13.9323;1.8
17.5869;6.52676;13.5735;1.8
14.7755;6.59799;13.2569;1.8
12.0192;6.67227;12.8861;1.8
9.31639;6.76044;12.3104;1.8
6.56631;6.85746;11.6217;1.8
3.93231;6.94723;11.0089;1.8
1.66683;7.01689;10.5974;1.8
0.00350685;7.05725;10.4651;1.8
-0.883935;7.06298;10.6491;1.8
-0.905224;7.03283;11.1476;1.8
-0.0652599;6.96959;11.9228;1.8
1.53551;6.87954;12.9086;1.8
3.71158;6.77149;14.0222;1.8
6.21292;6.65507;15.1829;1.8
8.75955;6.53723;16.3535;1.8
11.1668;6.41347;17.6362;1.8
13.538;6.2767;19.1075;1.8
15.8921;6.14038;20.5762;1.8
18.0552;6.0229;21.8234;1.8
19.822;5.93973;22.6776;1.8
21.0158;5.90199;23.0219;1.8
21.5174;5.91552;22.8003;1.8
21.2824;5.98039;22.0213;1.8
20.3481;6.09105;20.7542;1.8
18.8309;6.23711;19.1186;1.8
16.9161;6.40492;17.2652;1.8
14.8414;6.58027;15.3411;1.8
12.8615;6.75513;13.4033;1.8
11.0398;6.93784;11.3228;1.8
9.24101;7.12761;9.1388;1.8
7.49783;7.30569;7.10568;1.8
5.94092;7.45227;5.47106;1.8
4.71002;7.55107;4.43172;1.8
3.91934;7.5912;4.1147;1.8
3.63845;7.56834;4.56538;1.8
3.88131;7.48512;5.7441;1.8
4.60228;7.35077;7.53231;1.8
5.69792;7.17987;9.74912;1.8
7.01201;6.99023;12.1801;1.8
8.3386;6.7987;14.6346;1.8
9.47797;6.60881;17.1061;1.8
10.4882;6.41145;19.7089;1.8
11.4897;6.21656;22.2793;1.8
12.4668;6.04452;24.5368;1.8
13.3559;5.91472;26.2253;1.8
14.0853;5.84216;27.1516;1.8
14.5943;5.83557;27.2069;1.8
14.8444;5.89642;26.3792;1.8
14.8263;6.01873;24.7534;1.8
14.5645;6.18981;22.501;1.8
14.1204;6.39184;19.8568;1.8
13.6007;6.60456;17.08;1.8
13.1808;6.81203;14.3547;1.8
12.9715;7.01859;11.5974;1.8
12.8288;7.22838;8.78085;1.8
12.635;7.42637;6.1392;1.8
12.3507;7.59337;3.94802;1.8
11.972;7.71241;2.44396;1.8
11.5156;7.77149;1.79057;1.8
11.011;7.7651;2.0582;1.8
10.4931;7.69494;3.21568;1.8
9.99612;7.56978;5.13376;1.8
9.54415;7.4045;7.60033;1.8
9.13778;7.21834;10.3475;1.8
8.71943;7.03178;13.1029;1.8
8.12969;6.85454;15.7649;1.8
7.36842;6.67738;18.4624;1.8
6.6332;6.5031;21.1141;1.8
6.07479;6.34653;23.4818;1.8
5.79196;6.22349;25.3243;1.8
5.84004;6.14703;26.4482;1.8
6.23232;6.12536;26.7367;1.8
6.94235;6.16074;26.1639;1.8
7.90962;6.24908;24.7994;1.8
9.04997;6.38032;22.8014;1.8
10.2724;6.53934;20.3992;1.8
11.5109;6.70752;17.8662;1.8
12.8081;6.86668;15.4461;1.8
14.2969;7.01649;13.1152;1.8
15.8579;7.16564;10.7781;1.8
17.2577;7.30841;8.564;1.8
18.3031;7.43348;6.67154;1.8
18.8534;7.52969;5.28582;1.8
18.8288;7.58843;4.54369;1.8
18.2155;7.60499;4.51368;1.8
17.0647;7.57929;5.18598;1.8
15.4847;7.51605;6.47173;1.8
13.6239;7.42453;8.21054;1.8
11.6426;7.31796;10.1844;1.8
9.65011;7.21291;12.1394;1.8
7.56499;7.12206;13.9164;1.8
5.32736;7.03809;15.6304;1.8
3.1567;6.95489;17.3191;1.8
1.31475;6.8761;18.8766;1.8
0.0213978;6.80804;20.1677;1.8
-0.568524;6.75698;21.0726;1.8
-0.380148;6.72771;21.5084;1.8
0.574696;6.72278;21.4425;1.8
2.20038;6.74194;20.8985;1.8
4.33063;6.78195;19.9569;1.8
6.75305;6.83649;18.751;1.8
9.25329;6.89564;17.4643;1.8
11.7351;6.94505;16.3169;1.8
14.3248;6.97995;15.3482;1.8
16.9615;7.01192;14.4103;1.8
19.376;7.04699;13.4765;1.8
21.2971;7.08599;12.5932;1.8
22.5058;7.12758;11.8255;1.8
22.8623;7.16951;11.2346;1.8
22.3211;7.20921;10.8659;1.8
20.9357;7.24437;10.7403;1.8
18.8518;7.27338;10.8489;1.8
16.2885;7.29594;11.1492;1.8
13.5058;7.31399;11.5589;1.8
10.7375;7.33426;11.9346;1.8
7.99288;7.36882;12.1065;1.8
5.16425;7.41398;12.149;1.8
2.42108;7.45589;12.2183;1.8
0.0376316;7.48556;12.3811;1.8
-1.73224;7.49761;12.658;1.8
-2.69776;7.48948;13.0439;1.8
-2.7556;7.46124;13.5161;1.8
-1.90238;7.41526;14.0407;1.8
-0.235223;7.35576;14.5798;1.8
2.05936;7.28806;15.0992;1.8
4.72807;7.21734;15.5807;1.8
7.48951;7.14625;16.0476;1.8
10.1482;7.06863;16.6271;1.8
12.796;6.9764;17.4118;1.8
15.4547;6.88118;18.2358;1.8
17.9177;6.79894;18.9209;1.8
19.9406;6.74217;19.3457;1.8
21.3127;6.71955;19.4345;1.8
21.8902;6.73553;19.1558;1.8
21.6156;6.79016;18.5215;1.8
20.5252;6.87919;17.5826;1.8
18.7463;6.99483;16.4204;1.8
16.484;7.12695;15.1321;1.8
13.9983;7.26526;13.8051;1.8
11.5601;7.40445;12.456;1.8
9.25831;7.55289;10.9491;1.8
6.96148;7.71156;9.29881;1.8
4.72607;7.86302;7.73575;1.8
2.73442;7.98904;6.4742;1.8
1.1759;8.07486;5.67896;1.8
0.203157;8.11053;5.45577;1.8
-0.0918035;8.09184;5.84382;1.8
0.309222;8.02059;6.81394;1.8
1.34662;7.90432;8.27408;1.8
2.88745;7.75524;10.0831;1.8
4.73663;7.58829;12.0747;1.8
6.65288;7.41764;14.1032;1.8
8.41074;7.24681;16.1679;1.8
10.0458;7.0663;18.3932;1.8
11.6668;6.88437;20.6412;1.8
13.2081;6.72121;22.6452;1.8
14.546;6.59603;24.1648;1.8
15.5585;6.52382;25.0175;1.8
16.1518;6.51364;25.0975;1.8
16.2756;6.56768;24.3851;1.8
15.9317;6.68103;22.9481;1.8
15.1763;6.84236;20.9318;1.8
14.118;7.0354;18.5393;1.8
12.9154;7.24152;15.9958;1.8
11.7778;7.44551;13.4679;1.8
10.844;7.65028;10.8859;1.8
9.99037;7.86141;8.19841;1.8
9.13251;8.06375;5.63387;1.8
8.29093;8.23684;3.47212;1.8
7.51901;8.36246;1.95492;1.8
6.87512;8.42741;1.25329;1.8
6.40847;8.42513;1.44793;1.8
6.14988;8.35647;2.52051;1.8
6.10538;8.22958;4.35637;1.8
6.2516;8.05897;6.75892;1.8
6.53016;7.86368;9.47625;1.8
6.83174;7.66401;12.2496;1.8
6.9747;7.47133;14.9592;1.8
6.92951;7.2771;17.7304;1.8
6.86827;7.08324;20.4997;1.8
6.89375;6.90667;23.0103;1.8
7.04918;6.76579;24.9975;1.8
7.3451;6.67593;26.2461;1.8
7.7691;6.64704;26.6203;1.8
8.29194;6.68247;26.0801;1.8
8.87389;6.77842;24.6864;1.8
9.47257;6.9244;22.5943;1.8
10.0538;7.10428;20.0348;1.8
10.6115;7.29826;17.2843;1.8
11.2195;7.48699;14.596;1.8
12.0275;7.66754;11.9789;1.8
12.9516;7.84891;9.32567;1.8
13.7885;8.02384;6.78033;1.8
14.3896;8.17751;4.58026;1.8
14.6546;8.2954;2.94872;1.8
14.5301;8.36621;2.05367;1.8
14.0095;8.38363;1.98439;1.8
13.1308;8.34717;2.73951;1.8
11.9694;8.26239;4.22601;1.8
10.6258;8.14035;6.26849;1.8
9.20409;7.99672;8.62759;1.8
7.76808;7.85015;11.0303;1.8
6.23466;7.71579;13.2842;1.8
4.51614;7.58822;15.483;1.8
2.79912;7.46173;17.6664;1.8
1.31848;7.34348;19.6849;1.8
0.265283;7.24394;21.3528;1.8
-0.22605;7.17283;22.5063;1.8
-0.0874719;7.13725;23.0324;1.8
0.67788;7.14052;22.8855;1.8
1.99818;7.18166;22.0947;1.8
3.74366;7.25527;20.7624;1.8
5.74681;7.35187;19.0561;1.8
7.83781;7.4582;17.1957;1.8
9.93236;7.55785;15.4275;1.8
12.1509;7.64315;13.832;1.8
14.4744;7.72431;12.2717;1.8
16.6494;7.80501;10.7492;1.8
18.416;7.8818;9.36784;1.8
19.5632;7.94938;8.24591;1.8
19.9512;8.00263;7.48433;1.8
19.5258;8.03768;7.1484;1.8
18.3226;8.0526;7.25725;1.8
16.4619;8.04784;7.77903;1.8
14.1323;8.02648;8.631;1.8
11.5619;7.99451;9.68154;1.8
8.96251;7.96184;10.7477;1.8
6.36935;7.94232;11.63;1.8
3.6593;7.93516;12.3653;1.8
0.972344;7.92822;13.0928;1.8
-1.41285;7.916;13.8292;1.8
-3.23396;7.89707;14.5388;1.8
-4.28877;7.87197;15.171;1.8
-4.45959;7.84245;15.6766;1.8
-3.72644;7.81092;16.0179;1.8
-2.16891;7.77994;16.1762;1.8
0.0437707;7.7517;16.157;1.8
2.67435;7.7273;15.9956;1.8
5.45471;7.70532;15.7689;1.8
8.177;7.67807;15.6274;1.8
10.9017;7.63545;15.6988;1.8
13.6843;7.58604;15.852;1.8
16.313;7.54355;15.9417;1.8
18.5185;7.51721;15.8973;1.8
20.0634;7.51282;15.6885;1.8
20.7797;7.53308;15.3135;1.8
20.589;7.57772;14.793;1.8
19.5133;7.6437;14.1642;1.8
17.672;7.72581;13.4741;1.8
15.269;7.8176;12.7691;1.8
12.5675;7.91285;12.0794;1.8
9.84567;8.00901;11.3814;1.8
7.23821;8.11428;10.5324;1.8
4.62048;8.23284;9.50132;1.8
2.03351;8.34969;8.48727;1.8
-0.307317;8.44871;7.66821;1.8
-2.17204;8.51727;7.17061;1.8
-3.37139;8.54682;7.07294;1.8
-3.78538;8.53343;7.4041;1.8
-3.37952;8.47805;8.14383;1.8
-2.21009;8.38617;9.2276;1.8
-0.419146;8.26707;10.5572;1.8
1.77991;8.13222;12.0184;1.8
4.12541;7.99265;13.5139;1.8
6.36439;7.85197;15.0473;1.8
8.48279;7.7005;16.7561;1.8
10.5991;7.54253;18.5554;1.8
12.6241;7.39701;20.2012;1.8
14.3845;7.28217;21.4775;1.8
15.7103;7.2124;22.2207;1.8
16.4705;7.19687;22.3315;1.8
16.5934;7.23863;21.7826;1.8
16.0769;7.33439;20.6202;1.8
14.9912;7.47503;18.956;1.8
13.4738;7.64684;16.951;1.8
11.7186;7.83373;14.7871;1.8
9.96295;8.0217;12.6082;1.8
8.39203;8.21106;10.3708;1.8
6.91573;8.40979;7.9834;1.8
5.45429;8.60515;5.63942;1.8
4.07571;8.77656;3.60992;1.8
2.88768;8.90532;2.13171;1.8
1.99315;8.97735;1.37791;1.8
1.46899;8.9849;1.43986;1.8
1.35312;8.92735;2.31821;1.8
1.63758;8.81123;3.92401;1.8
2.26628;8.6494;6.09069;1.8
3.13583;8.45937;8.59743;1.8
4.09401;8.26033;11.2102;1.8
4.93554;8.06555;13.7886;1.8
5.57778;7.8685;16.4405;1.8
6.1697;7.66761;19.1563;1.8
6.78214;7.48002;21.6833;1.8
7.40529;7.32574;23.7459;1.8
8.00175;7.22194;25.114;1.8
8.52697;7.18043;25.6331;1.8
8.9403;7.20621;25.2426;1.8
9.21303;7.29686;23.9821;1.8
9.33458;7.44282;21.9865;1.8
9.31843;7.62846;19.4696;1.8
9.21131;7.83413;16.6943;1.8
9.11885;8.03982;13.9153;1.8
9.21411;8.23829;11.1967;1.8
9.46891;8.43901;8.41292;1.8
9.70364;8.63625;5.68167;1.8
9.81166;8.81298;3.26168;1.8
9.73745;8.95185;1.40529;1.8
9.45988;9.03896;0.309815;1.8
8.98612;9.06585;0.0908532;1.8
8.34684;9.03067;0.767824;1.8
7.58988;8.93842;2.26117;1.8
6.77113;8.80049;4.40103;1.8
5.94081;8.63347;6.94675;1.8
5.11659;8.45719;9.61957;1.8
4.21399;8.28949;12.1898;1.8
3.10728;8.12887;14.705;1.8
1.93024;7.968;17.2385;1.8
0.890317;7.81559;19.6256;1.8
0.144152;7.68554;21.6402;1.8
-0.200989;7.59097;23.0777;1.8
-0.0894063;7.54166;23.7908;1.8
0.481205;7.5426;23.7095;1.8
1.46224;7.59327;22.8516;1.8
2.76243;7.68752;21.3216;1.8
4.26286;7.8141;19.3007;1.8
5.84271;7.95758;17.0285;1.8
7.43634;8.09973;14.7718;1.8
9.14893;8.22848;12.6757;1.8
11.0241;8.35192;10.6186;1.8
12.8425;8.47382;8.59488;1.8
14.3643;8.5874;6.74936;1.8
15.3947;8.68353;5.24987;1.8
15.8;8.75391;4.23982;1.8
15.5188;8.79266;3.81378;1.8
14.5666;8.79728;4.00334;1.8
13.0319;8.76908;4.77133;1.8
11.0636;8.7133;6.01349;1.8
8.84778;8.63892;7.56602;1.8
6.5655;8.55856;9.21549;1.8
4.28061;8.48802;10.7293;1.8
1.86288;8.43124;12.0804;1.8
-0.614502;8.37717;13.4065;1.8
-2.885;8.32256;14.696;1.8
-4.68856;8.26975;15.8616;1.8
-5.81834;8.22266;16.8048;1.8
-6.14372;8.18532;17.4422;1.8
-5.62385;8.16094;17.7207;1.8
-4.31116;8.1513;17.6266;1.8
-2.34411;8.15636;17.1898;1.8
0.0713079;8.17389;16.4849;1.8
2.6936;8.19892;15.6321;1.8
5.31255;8.22201;14.8069;1.8
7.93378;8.23048;14.1838;1.8
10.6603;8.22843;13.684;1.8
13.3131;8.2282;13.1746;1.8
15.6134;8.23597;12.6291;1.8
17.306;8.25437;12.065;1.8
18.2003;8.28384;11.5167;1.8
18.1932;8.32317;11.0227;1.8
17.2811;8.36996;10.6172;1.8
15.5599;8.42107;10.3235;1.8
13.2138;8.47326;10.1472;1.8
10.4913;8.52415;10.0685;1.8
7.66549;8.57414;10.0243;1.8
4.92132;8.63121;9.86436;1.8
2.16521;8.70351;9.49605;1.8
-0.619061;8.77985;9.07755;1.8
-3.20887;8.84609;8.75775;1.8
-5.34474;8.89208;8.62203;1.8
-6.80405;8.91121;8.71515;1.8
-7.43483;8.90032;9.04825;1.8
-7.17529;8.85983;9.60275;1.8
-6.06175;8.79339;10.3355;1.8
-4.22522;8.70733;11.1868;1.8
-1.87683;8.60953;12.0922;1.8
0.717366;8.50754;13.0034;1.8
3.28523;8.40435;13.9368;1.8
5.73482;8.29093;15.0368;1.8
8.19589;8.16597;16.294;1.8
10.5994;8.04606;17.4935;1.8
12.738;7.94793;18.4474;1.8
14.3987;7.8848;19.0177;1.8
15.4104;7.86548;19.1185;1.8
15.6701;7.8937;18.7202;1.8
15.1563;7.96787;17.8493;1.8
13.9338;8.08139;16.5834;1.8
12.1478;8.22365;15.0385;1.8
10.0096;8.38176;13.3488;1.8
7.77565;8.54368;11.6265;1.8
5.68072;8.70682;9.8578;1.8
3.69845;8.88084;7.9145;1.8
1.72424;9.05839;5.92058;1.8
-0.151329;9.21982;4.12884;1.8
-1.77298;9.34665;2.76241;1.8
-2.99128;9.42445;1.98932;1.8
-3.69322;9.4444;1.90802;1.8
-3.81994;9.40413;2.53882;1.8
-3.37593;9.3079;3.82348;1.8
-2.43092;9.16604;5.63386;1.8
-1.11547;8.99351;7.79055;1.8
0.386781;8.80745;10.0948;1.8
1.84842;8.62201;12.3992;1.8
3.11475;8.43481;14.769;1.8
4.29895;8.23946;17.2689;1.8
5.47207;8.05058;19.6814;1.8
6.5812;7.8888;21.7324;1.8
7.5402;7.77254;23.1847;1.8
8.26528;7.71532;23.869;1.8
8.69294;7.72416;23.7016;1.8
8.79098;7.79878;22.6931;1.8
8.5649;7.93165;20.9465;1.8
8.0608;8.10897;18.6433;1.8
7.36686;8.3124;16.0187;1.8
6.62049;8.52228;13.3158;1.8
6.01731;8.72661;10.6592;1.8
5.60726;8.93335;7.92861;1.8
5.23107;9.14179;5.16714;1.8
4.81005;9.33452;2.63259;1.8
4.33349;9.49214;0.59567;1.8
3.81889;9.59832;-0.72117;1.8
3.2967;9.64216;-1.17341;1.8
2.80148;9.61955;-0.711649;1.8
2.3648;9.53373;0.612729;1.8
2.00853;9.39491;2.65365;1.8
1.73699;9.21915;5.18802;1.8
1.52352;9.02632;7.94629;1.8
1.27436;8.83612;10.6758;1.8
0.827974;8.65346;13.3423;1.8
0.241343;8.46899;16.0634;1.8
-0.297882;8.28964;18.7034;1.8
-0.666886;8.13167;21.0116;1.8
-0.791475;8.01126;22.748;1.8
-0.63634;7.94118;23.7286;1.8
-0.202017;7.92888;23.8503;1.8
0.47876;7.9755;23.1043;1.8
1.34759;8.07563;21.5777;1.8
2.33088;8.21782;19.4446;1.8
3.35666;8.38571;16.9466;1.8
